"filename", "language", "Python", "Markdown", "Log", "HTML", "Properties", "toml", "JSON", "PostCSS", "comment", "blank", "total"
"d:\项目\计算机网络课设\LightweightPacketAnalyzer\test_session_functionality.py", "Python", 102, 0, 0, 0, 0, 0, 0, 0, 19, 19, 140
"d:\项目\计算机网络课设\LightweightPacketAnalyzer\test_session_id_fix.py", "Python", 160, 0, 0, 0, 0, 0, 0, 0, 21, 29, 210
"d:\项目\计算机网络课设\LightweightPacketAnalyzer\test_session_load.py", "Python", 73, 0, 0, 0, 0, 0, 0, 0, 15, 20, 108
"d:\项目\计算机网络课设\LightweightPacketAnalyzer\test_settings_dialog.py", "Python", 90, 0, 0, 0, 0, 0, 0, 0, 23, 35, 148
"d:\项目\计算机网络课设\LightweightPacketAnalyzer\test_settings_dialog_integration.py", "Python", 220, 0, 0, 0, 0, 0, 0, 0, 44, 73, 337
"d:\项目\计算机网络课设\LightweightPacketAnalyzer\test_settings_extension.py", "Python", 91, 0, 0, 0, 0, 0, 0, 0, 15, 25, 131
"d:\项目\计算机网络课设\LightweightPacketAnalyzer\test_settings_integration.py", "Python", 74, 0, 0, 0, 0, 0, 0, 0, 15, 25, 114
"d:\项目\计算机网络课设\LightweightPacketAnalyzer\test_statistics_visualizer.py", "Python", 229, 0, 0, 0, 0, 0, 0, 0, 51, 81, 361
"d:\项目\计算机网络课设\LightweightPacketAnalyzer\test_t6_verification.py", "Python", 175, 0, 0, 0, 0, 0, 0, 0, 30, 53, 258
"d:\项目\计算机网络课设\LightweightPacketAnalyzer\test_theme_settings_simple.py", "Python", 195, 0, 0, 0, 0, 0, 0, 0, 34, 51, 280
"d:\项目\计算机网络课设\LightweightPacketAnalyzer\test_theme_settings_tab.py", "Python", 202, 0, 0, 0, 0, 0, 0, 0, 42, 63, 307
"d:\项目\计算机网络课设\LightweightPacketAnalyzer\test_theme_system.py", "Python", 141, 0, 0, 0, 0, 0, 0, 0, 35, 49, 225
"d:\项目\计算机网络课设\LightweightPacketAnalyzer\test_traffic_trends.py", "Python", 26, 0, 0, 0, 0, 0, 0, 0, 10, 11, 47
"d:\项目\计算机网络课设\LightweightPacketAnalyzer\test_traffic_trends_with_data.py", "Python", 63, 0, 0, 0, 0, 0, 0, 0, 18, 21, 102
"d:\项目\计算机网络课设\LightweightPacketAnalyzer\test_ttkbootstrap_install.py", "Python", 81, 0, 0, 0, 0, 0, 0, 0, 17, 21, 119
"d:\项目\计算机网络课设\LightweightPacketAnalyzer\test_ui_step_by_step.py", "Python", 88, 0, 0, 0, 0, 0, 0, 0, 20, 30, 138
"d:\项目\计算机网络课设\LightweightPacketAnalyzer\tests\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5
"d:\项目\计算机网络课设\LightweightPacketAnalyzer\tests\test_analysis.py", "Python", 420, 0, 0, 0, 0, 0, 0, 0, 114, 135, 669
"d:\项目\计算机网络课设\LightweightPacketAnalyzer\tests\test_capture.py", "Python", 247, 0, 0, 0, 0, 0, 0, 0, 81, 92, 420
"d:\项目\计算机网络课设\LightweightPacketAnalyzer\tests\test_capture_options.py", "Python", 297, 0, 0, 0, 0, 0, 0, 0, 71, 80, 448
"d:\项目\计算机网络课设\LightweightPacketAnalyzer\tests\test_config.py", "Python", 77, 0, 0, 0, 0, 0, 0, 0, 25, 28, 130
"d:\项目\计算机网络课设\LightweightPacketAnalyzer\tests\test_gui.py", "Python", 485, 0, 0, 0, 0, 0, 0, 0, 158, 164, 807
"d:\项目\计算机网络课设\LightweightPacketAnalyzer\tests\test_integration.py", "Python", 301, 0, 0, 0, 0, 0, 0, 0, 94, 87, 482
"d:\项目\计算机网络课设\LightweightPacketAnalyzer\tests\test_processing.py", "Python", 245, 0, 0, 0, 0, 0, 0, 0, 69, 83, 397
"d:\项目\计算机网络课设\LightweightPacketAnalyzer\tests\test_storage.py", "Python", 131, 0, 0, 0, 0, 0, 0, 0, 42, 38, 211
"d:\项目\计算机网络课设\docs\GUI集成\ACCEPTANCE_GUI集成.md", "Markdown", 0, 199, 0, 0, 0, 0, 0, 0, 0, 28, 227
"d:\项目\计算机网络课设\docs\GUI集成\ALIGNMENT_GUI集成.md", "Markdown", 0, 96, 0, 0, 0, 0, 0, 0, 0, 26, 122
"d:\项目\计算机网络课设\docs\GUI集成\ALIGNMENT_T1.1新建会话.md", "Markdown", 0, 97, 0, 0, 0, 0, 0, 0, 0, 31, 128
"d:\项目\计算机网络课设\docs\GUI集成\CONSENSUS_T1.1新建会话.md", "Markdown", 0, 73, 0, 0, 0, 0, 0, 0, 0, 20, 93
"d:\项目\计算机网络课设\docs\GUI集成\DEBUG_GUI集成.md", "Markdown", 0, 224, 0, 0, 0, 0, 0, 0, 0, 86, 310
"d:\项目\计算机网络课设\docs\GUI集成\DESIGN_GUI集成.md", "Markdown", 0, 286, 0, 0, 0, 0, 0, 0, 0, 71, 357
"d:\项目\计算机网络课设\docs\GUI集成\DESIGN_T1.1新建会话.md", "Markdown", 0, 288, 0, 0, 0, 0, 0, 0, 0, 83, 371
"d:\项目\计算机网络课设\docs\GUI集成\FINAL_GUI集成.md", "Markdown", 0, 188, 0, 0, 0, 0, 0, 0, 0, 50, 238
"d:\项目\计算机网络课设\docs\GUI集成\TASK_GUI集成.md", "Markdown", 0, 300, 0, 0, 0, 0, 0, 0, 0, 83, 383
"d:\项目\计算机网络课设\docs\GUI集成\TASK_T1.1新建会话.md", "Markdown", 0, 288, 0, 0, 0, 0, 0, 0, 0, 69, 357
"d:\项目\计算机网络课设\docs\GUI集成\TODO_GUI集成.md", "Markdown", 0, 142, 0, 0, 0, 0, 0, 0, 0, 36, 178
"d:\项目\计算机网络课设\docs\GUI集成\功能完成任务列表.md", "Markdown", 0, 211, 0, 0, 0, 0, 0, 0, 0, 57, 268
"d:\项目\计算机网络课设\docs\HANDOVER_TO_CLAUDE.md", "Markdown", 0, 73, 0, 0, 0, 0, 0, 0, 0, 31, 104
"d:\项目\计算机网络课设\docs\ttkbootstrap主题切换\ACCEPTANCE_ttkbootstrap主题切换.md", "Markdown", 0, 204, 0, 0, 0, 0, 0, 0, 0, 51, 255
"d:\项目\计算机网络课设\docs\ttkbootstrap主题切换\ALIGNMENT_ttkbootstrap主题切换.md", "Markdown", 0, 150, 0, 0, 0, 0, 0, 0, 0, 35, 185
"d:\项目\计算机网络课设\docs\ttkbootstrap主题切换\APPROVAL_ttkbootstrap主题切换.md", "Markdown", 0, 133, 0, 0, 0, 0, 0, 0, 0, 37, 170
"d:\项目\计算机网络课设\docs\ttkbootstrap主题切换\CONSENSUS_ttkbootstrap主题切换.md", "Markdown", 0, 72, 0, 0, 0, 0, 0, 0, 0, 10, 82
"d:\项目\计算机网络课设\docs\ttkbootstrap主题切换\DESIGN_ttkbootstrap主题切换.md", "Markdown", 0, 301, 0, 0, 0, 0, 0, 0, 0, 66, 367
"d:\项目\计算机网络课设\docs\ttkbootstrap主题切换\FINAL_ttkbootstrap主题切换.md", "Markdown", 0, 153, 0, 0, 0, 0, 0, 0, 0, 41, 194
"d:\项目\计算机网络课设\docs\ttkbootstrap主题切换\TASK_ttkbootstrap主题切换.md", "Markdown", 0, 292, 0, 0, 0, 0, 0, 0, 0, 73, 365
"d:\项目\计算机网络课设\docs\ttkbootstrap主题切换\TODO_ttkbootstrap主题切换.md", "Markdown", 0, 130, 0, 0, 0, 0, 0, 0, 0, 35, 165
"d:\项目\计算机网络课设\docs\剩余功能实现\ACCEPTANCE_协议统计.md", "Markdown", 0, 325, 0, 0, 0, 0, 0, 0, 0, 74, 399
"d:\项目\计算机网络课设\docs\剩余功能实现\ALIGNMENT_剩余功能实现.md", "Markdown", 0, 135, 0, 0, 0, 0, 0, 0, 0, 39, 174
"d:\项目\计算机网络课设\docs\剩余功能实现\APPROVAL_协议统计.md", "Markdown", 0, 167, 0, 0, 0, 0, 0, 0, 0, 57, 224
"d:\项目\计算机网络课设\docs\剩余功能实现\DESIGN_协议统计.md", "Markdown", 0, 320, 0, 0, 0, 0, 0, 0, 0, 88, 408
"d:\项目\计算机网络课设\docs\剩余功能实现\FINAL_协议统计.md", "Markdown", 0, 187, 0, 0, 0, 0, 0, 0, 0, 52, 239
"d:\项目\计算机网络课设\docs\剩余功能实现\FIX_REPORT_ChartConfig.md", "Markdown", 0, 124, 0, 0, 0, 0, 0, 0, 0, 31, 155
"d:\项目\计算机网络课设\docs\剩余功能实现\TASK_协议统计.md", "Markdown", 0, 247, 0, 0, 0, 0, 0, 0, 0, 65, 312
"d:\项目\计算机网络课设\docs\剩余功能实现\TODO_协议统计.md", "Markdown", 0, 169, 0, 0, 0, 0, 0, 0, 0, 40, 209
"d:\项目\计算机网络课设\docs\剩余功能实现\VERIFICATION_协议统计.md", "Markdown", 0, 168, 0, 0, 0, 0, 0, 0, 0, 49, 217
"d:\项目\计算机网络课设\docs\流量趋势\ACCEPTANCE_流量趋势.md", "Markdown", 0, 150, 0, 0, 0, 0, 0, 0, 0, 42, 192
"d:\项目\计算机网络课设\docs\流量趋势\ALIGNMENT_流量趋势.md", "Markdown", 0, 116, 0, 0, 0, 0, 0, 0, 0, 29, 145
"d:\项目\计算机网络课设\docs\流量趋势\DESIGN_流量趋势.md", "Markdown", 0, 277, 0, 0, 0, 0, 0, 0, 0, 68, 345
"d:\项目\计算机网络课设\docs\流量趋势\TASK_流量趋势.md", "Markdown", 0, 268, 0, 0, 0, 0, 0, 0, 0, 60, 328
"d:\项目\计算机网络课设\docs\生成报告\ALIGNMENT_生成报告.md", "Markdown", 0, 146, 0, 0, 0, 0, 0, 0, 0, 40, 186
"d:\项目\计算机网络课设\docs\网络流量统计\ACCEPTANCE_网络流量统计.md", "Markdown", 0, 240, 0, 0, 0, 0, 0, 0, 0, 32, 272
"d:\项目\计算机网络课设\docs\网络流量统计\ALIGNMENT_网络流量统计.md", "Markdown", 0, 114, 0, 0, 0, 0, 0, 0, 0, 30, 144
"d:\项目\计算机网络课设\docs\网络流量统计\APPROVAL_网络流量统计.md", "Markdown", 0, 144, 0, 0, 0, 0, 0, 0, 0, 53, 197
"d:\项目\计算机网络课设\docs\网络流量统计\CONSENSUS_网络流量统计.md", "Markdown", 0, 95, 0, 0, 0, 0, 0, 0, 0, 22, 117
"d:\项目\计算机网络课设\docs\网络流量统计\DESIGN_网络流量统计.md", "Markdown", 0, 376, 0, 0, 0, 0, 0, 0, 0, 85, 461
"d:\项目\计算机网络课设\docs\网络流量统计\TASK_网络流量统计.md", "Markdown", 0, 353, 0, 0, 0, 0, 0, 0, 0, 74, 427
"d:\项目\计算机网络课设\docs\设置功能\ACCEPTANCE_设置功能.md", "Markdown", 0, 213, 0, 0, 0, 0, 0, 0, 0, 66, 279
"d:\项目\计算机网络课设\docs\设置功能\ALIGNMENT_设置功能.md", "Markdown", 0, 169, 0, 0, 0, 0, 0, 0, 0, 46, 215
"d:\项目\计算机网络课设\docs\设置功能\APPROVAL_设置功能.md", "Markdown", 0, 185, 0, 0, 0, 0, 0, 0, 0, 62, 247
"d:\项目\计算机网络课设\docs\设置功能\DESIGN_设置功能.md", "Markdown", 0, 504, 0, 0, 0, 0, 0, 0, 0, 138, 642
"d:\项目\计算机网络课设\docs\设置功能\TASK_设置功能.md", "Markdown", 0, 323, 0, 0, 0, 0, 0, 0, 0, 71, 394
"d:\项目\计算机网络课设\docs\课程设计报告.md", "Markdown", 0, 65, 0, 0, 0, 0, 0, 0, 0, 33, 98
"d:\项目\计算机网络课设\logs\network_analyzer.log", "Log", 0, 0, 2537, 0, 0, 0, 0, 0, 0, 1, 2538
"d:\项目\计算机网络课设\reports\network_analysis_report_20250926_233635.html", "HTML", 0, 0, 0, 226, 0, 0, 0, 0, 4, 19, 249
"d:\项目\计算机网络课设\reports\network_analysis_report_20250926_235140.html", "HTML", 0, 0, 0, 226, 0, 0, 0, 0, 4, 19, 249
"d:\项目\计算机网络课设\reports\network_analysis_report_20250927_000223.html", "HTML", 0, 0, 0, 232, 0, 0, 0, 0, 4, 20, 256
"d:\项目\计算机网络课设\课程设计要求以及实验报告模板\网络综合实践_课程设计要求.md", "Markdown", 0, 58, 0, 0, 0, 0, 0, 0, 0, 87, 145
"Total", "-", 18985, 18247, 2537, 2247, 38, 82, 6, 94, 6712, 10380, 59328
